customer_id,Segment,Action,Coupon,Priority,Est_ROI
C017099,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C017100,Standard,No Action,None,Low,Low
C017101,Standard,No Action,None,Low,Low
C017102,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C017103,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017104,Standard,No Action,None,Low,Low
C017105,Standard,No Action,None,Low,Low
C017106,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C017107,Standard,No Action,None,Low,Low
C017108,Standard,No Action,None,Low,Low
C017109,Standard,No Action,None,Low,Low
C017110,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C017111,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017112,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017113,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017114,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017115,Standard,No Action,None,Low,Low
C017116,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017117,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017118,Champions,Early Access to Flash Sale,None,Medium,Low
C017119,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017120,Standard,No Action,None,Low,Low
C017121,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017122,Standard,No Action,None,Low,Low
C017123,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017124,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017125,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017126,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C017127,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017128,Champions,Early Access to Flash Sale,None,Medium,Low
C017129,Standard,No Action,None,Low,Low
C017130,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017131,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017132,Standard,No Action,None,Low,Low
C017133,Standard,No Action,None,Low,Low
C017134,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017135,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017136,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C017137,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017138,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017139,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017140,Standard,No Action,None,Low,Low
C017141,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017142,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017143,Standard,No Action,None,Low,Low
C017144,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017145,Standard,No Action,None,Low,Low
C017146,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017147,Standard,No Action,None,Low,Low
C017148,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017149,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017150,Standard,No Action,None,Low,Low
C017151,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017152,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017153,Standard,No Action,None,Low,Low
C017154,Standard,No Action,None,Low,Low
C017155,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017156,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017157,Standard,No Action,None,Low,Low
C017158,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017160,Standard,No Action,None,Low,Low
C017161,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017162,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017163,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017164,Standard,No Action,None,Low,Low
C017165,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017166,Standard,No Action,None,Low,Low
C017167,Standard,No Action,None,Low,Low
C017168,Standard,No Action,None,Low,Low
C017169,Standard,No Action,None,Low,Low
C017170,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017171,Standard,No Action,None,Low,Low
C017172,Standard,No Action,None,Low,Low
C017173,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C017174,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C017175,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017176,Standard,No Action,None,Low,Low
C017177,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017178,Standard,No Action,None,Low,Low
C017179,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017180,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017181,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C017182,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017183,Standard,No Action,None,Low,Low
C017184,Standard,No Action,None,Low,Low
C017185,Standard,No Action,None,Low,Low
C017186,Standard,No Action,None,Low,Low
C017187,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017188,Standard,No Action,None,Low,Low
C017189,Standard,No Action,None,Low,Low
C017190,Standard,No Action,None,Low,Low
C017191,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017192,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017193,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017194,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017195,Standard,No Action,None,Low,Low
C017196,Standard,No Action,None,Low,Low
C017197,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017198,Standard,No Action,None,Low,Low
C017199,Standard,No Action,None,Low,Low
C017200,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017201,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017202,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017203,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017204,Standard,No Action,None,Low,Low
C017205,Standard,No Action,None,Low,Low
C017206,Standard,No Action,None,Low,Low
C017207,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017208,Standard,No Action,None,Low,Low
C017209,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017210,Standard,No Action,None,Low,Low
C017211,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017212,Standard,No Action,None,Low,Low
C017213,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017214,Standard,No Action,None,Low,Low
C017215,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C017216,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017217,Standard,No Action,None,Low,Low
C017218,Standard,No Action,None,Low,Low
C017219,Standard,No Action,None,Low,Low
C017220,Standard,No Action,None,Low,Low
C017221,Champions,Early Access to Flash Sale,None,Medium,Low
C017222,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017223,Standard,No Action,None,Low,Low
C017224,Standard,No Action,None,Low,Low
C017225,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017226,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017227,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017228,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C017229,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017230,Standard,No Action,None,Low,Low
C017231,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017232,Standard,No Action,None,Low,Low
C017233,Standard,No Action,None,Low,Low
C017234,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017235,Champions,Early Access to Flash Sale,None,Medium,Low
C017236,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017237,Standard,No Action,None,Low,Low
C017238,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017239,Champions,Early Access to Flash Sale,None,Medium,Low
C017240,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017241,Standard,No Action,None,Low,Low
C017242,Standard,No Action,None,Low,Low
C017243,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017244,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017245,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017246,Standard,No Action,None,Low,Low
C017247,Standard,No Action,None,Low,Low
C017248,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C017249,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017250,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C017251,Standard,No Action,None,Low,Low
C017252,Standard,No Action,None,Low,Low
C017253,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C017254,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C017255,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017256,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017257,Champions,Early Access to Flash Sale,None,Medium,Low
C017258,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C017259,Standard,No Action,None,Low,Low
C017260,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017261,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017262,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017263,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017264,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017265,Champions,Early Access to Flash Sale,None,Medium,Low
C017266,Standard,No Action,None,Low,Low
C017267,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017268,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C017269,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017270,Standard,No Action,None,Low,Low
C017271,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017272,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017273,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017274,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017275,Standard,No Action,None,Low,Low
C017276,Standard,No Action,None,Low,Low
C017277,Standard,No Action,None,Low,Low
C017278,Champions,Early Access to Flash Sale,None,Medium,Low
C017279,Standard,No Action,None,Low,Low
C017280,Standard,No Action,None,Low,Low
C017281,Standard,No Action,None,Low,Low
C017282,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017283,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017284,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017285,Champions,Early Access to Flash Sale,None,Medium,Low
C017286,Standard,No Action,None,Low,Low
C017287,Standard,No Action,None,Low,Low
C017288,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017289,Standard,No Action,None,Low,Low
C017290,Standard,No Action,None,Low,Low
C017291,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017292,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017293,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017294,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017295,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017296,Standard,No Action,None,Low,Low
C017297,Standard,No Action,None,Low,Low
C017298,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C017299,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017300,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017301,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C017302,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017303,Standard,No Action,None,Low,Low
C017304,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017305,Champions,Early Access to Flash Sale,None,Medium,Low
C017306,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017307,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C017308,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017309,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017310,Standard,No Action,None,Low,Low
C017311,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017312,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017313,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017314,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C017315,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017316,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017317,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017318,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017319,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017320,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017321,Standard,No Action,None,Low,Low
C017322,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017323,Champions,Early Access to Flash Sale,None,Medium,Low
C017324,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C017325,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017326,Standard,No Action,None,Low,Low
C017327,Standard,No Action,None,Low,Low
C017328,Champions,Early Access to Flash Sale,None,Medium,Low
C017329,Standard,No Action,None,Low,Low
C017330,Standard,No Action,None,Low,Low
C017331,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017332,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C017333,Standard,No Action,None,Low,Low
C017334,Standard,No Action,None,Low,Low
C017335,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017336,Standard,No Action,None,Low,Low
C017337,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017338,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017339,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017340,Champions,Early Access to Flash Sale,None,Medium,Low
C017341,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C017342,Standard,No Action,None,Low,Low
C017343,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017344,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C017345,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017346,Standard,No Action,None,Low,Low
C017347,Standard,No Action,None,Low,Low
C017348,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017349,Standard,No Action,None,Low,Low
C017350,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017351,Standard,No Action,None,Low,Low
C017352,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017353,Standard,No Action,None,Low,Low
C017354,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017355,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017356,Standard,No Action,None,Low,Low
C017357,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017358,Standard,No Action,None,Low,Low
C017359,Standard,No Action,None,Low,Low
C017360,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017361,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017362,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017363,Champions,Early Access to Flash Sale,None,Medium,Low
C017364,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017365,Standard,No Action,None,Low,Low
C017366,Champions,Early Access to Flash Sale,None,Medium,Low
C017367,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C017368,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017369,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017370,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C017371,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C017372,Standard,No Action,None,Low,Low
C017373,Standard,No Action,None,Low,Low
C017374,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017375,Standard,No Action,None,Low,Low
C017376,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017377,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017378,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017379,Standard,No Action,None,Low,Low
C017380,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017381,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C017382,Standard,No Action,None,Low,Low
C017383,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C017384,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017385,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C017386,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017387,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017388,Champions,Early Access to Flash Sale,None,Medium,Low
C017389,Standard,No Action,None,Low,Low
C017390,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017391,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017392,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017393,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017394,Champions,Early Access to Flash Sale,None,Medium,Low
C017395,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C017396,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017397,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C017398,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017399,Standard,No Action,None,Low,Low
C017400,Standard,No Action,None,Low,Low
C017401,Standard,No Action,None,Low,Low
C017402,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017403,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017404,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017405,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017406,Standard,No Action,None,Low,Low
C017407,Standard,No Action,None,Low,Low
C017408,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017409,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017410,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017411,Standard,No Action,None,Low,Low
C017412,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017413,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017414,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017415,Standard,No Action,None,Low,Low
C017416,Standard,No Action,None,Low,Low
C017417,Standard,No Action,None,Low,Low
C017418,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017419,Standard,No Action,None,Low,Low
C017420,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017421,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017422,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017423,Champions,Early Access to Flash Sale,None,Medium,Low
C017424,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017425,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017426,Standard,No Action,None,Low,Low
C017427,Standard,No Action,None,Low,Low
C017428,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017429,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017430,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
